L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2400645,165936,3485,4,41.00,82079.13,0.00,0.02,N,O,1997-02-23,1997-01-24,1997-03-16,COLLECT COD,SHIP,inal deposit
2400645,84131,4132,5,45.00,50180.85,0.06,0.05,N,O,1997-02-11,1996-12-26,1997-03-13,COLLECT COD,AIR,ronic accounts nag. regular
2400645,181249,8804,6,16.00,21283.84,0.09,0.03,N,O,1996-12-02,1997-01-07,1996-12-26,DELIVER IN PERSON,AIR, across the 
2400645,35822,8326,7,36.00,63281.52,0.10,0.04,N,O,1996-12-22,1997-01-29,1997-01-12,NONE,RAIL,ly even packages according to the si
2400646,46694,9199,1,4.00,6562.76,0.10,0.01,N,O,1997-02-09,1997-03-12,1997-02-27,DELIVER IN PERSON,AIR,yly finally ironic instructions. regular
2400646,183250,3251,2,16.00,21332.00,0.08,0.02,N,O,1997-02-09,1997-02-06,1997-02-28,DELIVER IN PERSON,RAIL,pending dolphins breach furiously regul
2400646,79336,6858,3,8.00,10522.64,0.00,0.02,N,O,1997-02-14,1997-03-21,1997-02-15,COLLECT COD,REG AIR,nal deposits. regular pack
2400646,187636,155,4,18.00,31025.34,0.05,0.01,N,O,1997-01-08,1997-03-13,1997-02-01,NONE,TRUCK,the regular 
2400646,197014,7015,5,34.00,37774.34,0.02,0.04,N,O,1997-03-22,1997-03-18,1997-04-13,NONE,AIR,requests haggle furiou
2400646,13600,1104,6,24.00,36326.40,0.01,0.05,N,O,1997-03-25,1997-02-03,1997-04-13,COLLECT COD,TRUCK,"? regular, final accounts de"
2400646,169362,6911,7,20.00,28627.20,0.10,0.01,N,O,1996-12-30,1997-02-12,1997-01-09,TAKE BACK RETURN,SHIP,. requests snooze. packages nag slyl
2400647,59316,9317,1,8.00,10202.48,0.08,0.00,A,F,1994-08-19,1994-07-13,1994-08-21,DELIVER IN PERSON,AIR,bold deposits will hav
2400647,111835,1836,2,47.00,86801.01,0.02,0.06,R,F,1994-08-27,1994-07-22,1994-08-30,COLLECT COD,RAIL,unts might are even requests
2400647,196169,6170,3,30.00,37954.80,0.08,0.03,A,F,1994-06-13,1994-07-14,1994-06-25,COLLECT COD,SHIP,s boost along the
2400647,4068,1569,4,13.00,12636.78,0.01,0.00,A,F,1994-07-21,1994-08-21,1994-08-13,NONE,TRUCK,ter the caref
2400647,155823,5824,5,6.00,11272.92,0.07,0.08,R,F,1994-08-10,1994-08-22,1994-08-27,DELIVER IN PERSON,RAIL,sleep deposits. warthogs alongside of 
2400647,103154,8175,6,16.00,18514.40,0.05,0.07,R,F,1994-06-20,1994-07-31,1994-07-20,COLLECT COD,TRUCK, cajole. pending requests sublate slyly a
2400672,198225,745,1,22.00,29110.84,0.09,0.00,N,O,1998-03-09,1998-01-27,1998-03-30,DELIVER IN PERSON,FOB,even ideas.
2400672,162248,9797,2,12.00,15722.88,0.01,0.04,N,O,1998-02-10,1998-03-17,1998-02-24,NONE,RAIL,"r requests. special, express depos"
2400672,91757,4267,3,29.00,50713.75,0.01,0.08,N,O,1998-03-08,1998-02-16,1998-03-12,NONE,MAIL,arefully final asymptotes. blit
2400672,159802,7348,4,26.00,48406.80,0.04,0.01,N,O,1998-01-07,1998-01-21,1998-01-18,NONE,RAIL,ress instructions. ca
2400672,191717,4237,5,17.00,30748.07,0.00,0.02,N,O,1998-01-14,1998-02-24,1998-02-11,COLLECT COD,RAIL,yly regular pinto beans use blithe
2400673,84880,7389,1,6.00,11189.28,0.08,0.04,N,O,1995-12-24,1995-12-10,1995-12-31,DELIVER IN PERSON,FOB,hely special instructions affix car
2400673,170297,7849,2,42.00,57426.18,0.08,0.03,N,O,1995-11-11,1995-12-24,1995-12-04,COLLECT COD,REG AIR,y furiously unusual ex
2400673,171560,4078,3,12.00,19578.72,0.10,0.07,N,O,1995-10-23,1995-12-24,1995-11-06,COLLECT COD,AIR,gular decoys ca
2400673,196232,3790,4,28.00,37190.44,0.02,0.01,N,O,1995-12-26,1995-12-22,1996-01-25,COLLECT COD,FOB,uests kindle 
2400673,58945,3956,5,46.00,87581.24,0.01,0.03,N,O,1996-01-24,1995-11-22,1996-01-29,DELIVER IN PERSON,MAIL,ependencies alongside of the fluffily 
2400673,76598,9106,6,23.00,36215.57,0.07,0.06,N,O,1995-10-21,1995-11-14,1995-10-27,NONE,AIR,longside of the carefull
2400674,66296,1309,1,16.00,20196.64,0.02,0.04,N,O,1998-08-26,1998-06-18,1998-09-18,NONE,SHIP,ckages. blithely pendi
2400674,30320,5327,2,28.00,35008.96,0.10,0.01,N,O,1998-09-03,1998-07-24,1998-09-12,DELIVER IN PERSON,MAIL,", final packages run carefully above "
2400674,176177,8695,3,2.00,2506.34,0.00,0.02,N,O,1998-06-08,1998-06-13,1998-06-13,NONE,TRUCK,"lyly silent accounts. enticing, "
2400675,68378,8379,1,45.00,60586.65,0.02,0.08,N,O,1997-07-05,1997-07-14,1997-07-14,DELIVER IN PERSON,RAIL,der about the ca
2400675,20589,590,2,38.00,57364.04,0.03,0.00,N,O,1997-07-05,1997-07-03,1997-08-04,TAKE BACK RETURN,RAIL,l packages cajole express reque
2400675,34473,9480,3,40.00,56298.80,0.04,0.01,N,O,1997-07-18,1997-08-11,1997-07-21,DELIVER IN PERSON,REG AIR,onic ideas wake 
2400676,166535,4084,1,18.00,28827.54,0.08,0.08,A,F,1994-09-16,1994-08-16,1994-09-29,NONE,TRUCK, asymptotes sleep quickly
2400676,144783,4784,2,6.00,10966.68,0.06,0.00,A,F,1994-08-27,1994-08-17,1994-09-15,NONE,REG AIR,otes. quickly unusual ideas ca
2400676,161304,6337,3,25.00,34132.50,0.08,0.05,R,F,1994-07-10,1994-07-05,1994-08-04,DELIVER IN PERSON,AIR, against the pen
2400676,23244,5747,4,26.00,30348.24,0.08,0.08,R,F,1994-07-02,1994-06-23,1994-07-19,TAKE BACK RETURN,TRUCK,n deposits. quickly 
2400676,60389,5402,5,46.00,62071.48,0.05,0.02,R,F,1994-08-10,1994-08-10,1994-08-23,TAKE BACK RETURN,MAIL, deposits haggle furiously. fluffi
2400677,166750,4299,1,15.00,27251.25,0.03,0.06,N,O,1997-07-18,1997-07-23,1997-08-04,DELIVER IN PERSON,RAIL,"aggle against the even, express ide"
2400677,163665,1214,2,16.00,27658.56,0.03,0.01,N,O,1997-06-11,1997-07-10,1997-06-18,NONE,RAIL, furiously ironic excuses 
2400677,108390,8391,3,40.00,55935.60,0.10,0.07,N,O,1997-05-18,1997-06-12,1997-06-11,TAKE BACK RETURN,RAIL,thely after the unusual r
2400677,101806,6827,4,39.00,70504.20,0.09,0.07,N,O,1997-07-22,1997-07-16,1997-08-01,DELIVER IN PERSON,MAIL,its. excuses print slyly according to the
2400677,46790,9295,5,7.00,12157.53,0.09,0.08,N,O,1997-06-28,1997-07-16,1997-07-07,TAKE BACK RETURN,FOB,ld courts. 
2400678,9109,9110,1,6.00,6108.60,0.09,0.01,A,F,1992-05-10,1992-03-15,1992-05-30,NONE,FOB,ccounts among the furiously regular excu
2400678,93286,3287,2,42.00,53729.76,0.09,0.05,R,F,1992-05-06,1992-04-01,1992-05-15,COLLECT COD,FOB,e furiously blithely iro
2400678,49263,1768,3,5.00,6061.30,0.05,0.08,A,F,1992-02-13,1992-03-24,1992-02-18,NONE,FOB,sly express courts thrash
2400678,158118,3149,4,28.00,32931.08,0.08,0.07,A,F,1992-02-08,1992-02-16,1992-02-17,COLLECT COD,SHIP,ar accounts cajole f
2400678,73413,8428,5,41.00,56842.81,0.00,0.06,R,F,1992-04-25,1992-03-06,1992-05-21,TAKE BACK RETURN,AIR,wake alongside of the ironi
2400679,14729,7231,1,40.00,65748.80,0.10,0.07,N,O,1996-11-28,1996-11-21,1996-12-17,NONE,SHIP,yly unusual accoun
2400679,139484,1998,2,22.00,33516.56,0.05,0.07,N,O,1996-11-23,1996-11-15,1996-12-18,NONE,FOB,bold asymptotes. furiously s
2400679,99861,2371,3,35.00,65130.10,0.05,0.05,N,O,1996-10-06,1996-10-16,1996-10-28,COLLECT COD,RAIL,old asymptotes are slyly? blithely silent 
2400704,59374,9375,1,48.00,64001.76,0.02,0.03,N,O,1997-02-14,1997-02-10,1997-02-24,DELIVER IN PERSON,SHIP,ainst the quickly special packages maintain
2400704,94589,7099,2,17.00,26920.86,0.06,0.01,N,O,1996-12-29,1996-12-25,1997-01-28,DELIVER IN PERSON,SHIP,yly. bold deposits sleep about the e
2400704,143611,6126,3,33.00,54602.13,0.10,0.00,N,O,1997-01-25,1997-01-13,1997-02-07,TAKE BACK RETURN,RAIL," special, regular deposits."
2400705,171865,6900,1,40.00,77474.40,0.10,0.03,N,O,1995-12-20,1996-01-25,1996-01-10,DELIVER IN PERSON,TRUCK,nic foxes are ca
2400705,133199,3200,2,42.00,51751.98,0.07,0.07,N,O,1995-12-12,1996-01-29,1995-12-20,COLLECT COD,SHIP,arefully final 
2400705,69720,7239,3,25.00,42243.00,0.10,0.02,N,O,1995-11-25,1995-12-30,1995-12-19,COLLECT COD,RAIL, enticingly ironic notorn
2400705,172869,2870,4,38.00,73790.68,0.09,0.03,N,O,1996-02-13,1996-01-03,1996-03-06,DELIVER IN PERSON,TRUCK,ly regular a
2400706,90970,3480,1,20.00,39219.40,0.10,0.07,N,F,1995-06-06,1995-06-20,1995-06-23,COLLECT COD,AIR,blithely regular reque
2400706,126425,6426,2,43.00,62411.06,0.05,0.05,N,O,1995-07-18,1995-05-19,1995-08-08,NONE,RAIL," ideas. bold, regular pinto beans ar"
2400706,12957,461,3,1.00,1869.95,0.04,0.06,N,O,1995-07-11,1995-05-10,1995-07-31,NONE,RAIL,equests. blithely bold deposits detect 
2400706,155931,8447,4,34.00,67555.62,0.07,0.05,N,O,1995-06-27,1995-05-08,1995-07-11,COLLECT COD,FOB,"e final, final instr"
2400706,117108,9620,5,3.00,3375.30,0.10,0.08,A,F,1995-05-08,1995-06-18,1995-05-21,DELIVER IN PERSON,FOB, kindle acro
2400706,26497,9000,6,5.00,7117.45,0.01,0.03,A,F,1995-03-26,1995-05-31,1995-04-12,COLLECT COD,MAIL,c dependencies
2400706,119535,4558,7,11.00,17099.83,0.00,0.05,A,F,1995-05-24,1995-05-09,1995-06-14,NONE,REG AIR,arefully ironic accounts. regu
2400707,13114,618,1,39.00,40057.29,0.00,0.06,R,F,1993-04-11,1993-04-10,1993-04-12,DELIVER IN PERSON,SHIP,"lly special, reg"
2400707,5102,103,2,5.00,5035.50,0.08,0.08,R,F,1993-05-29,1993-04-19,1993-06-08,NONE,REG AIR,ial attainm
2400707,137630,2657,3,46.00,76710.98,0.03,0.00,R,F,1993-02-08,1993-04-25,1993-02-15,DELIVER IN PERSON,TRUCK,pecial packag
2400707,138822,1336,4,12.00,22329.84,0.07,0.06,R,F,1993-05-21,1993-04-15,1993-06-06,DELIVER IN PERSON,RAIL,nts are quickly bold instructions. regu
2400707,178640,1158,5,10.00,17186.40,0.03,0.03,R,F,1993-05-10,1993-03-05,1993-05-22,NONE,AIR,s. quickly ir
2400708,10906,5909,1,46.00,83577.40,0.04,0.03,R,F,1994-05-17,1994-07-04,1994-06-09,NONE,AIR, across the doggedly pending foxes.
2400708,93429,5939,2,32.00,45517.44,0.04,0.08,A,F,1994-07-08,1994-06-28,1994-07-12,NONE,RAIL,beans across the furiously final ideas
2400709,74350,9365,1,25.00,33108.75,0.09,0.04,R,F,1995-04-28,1995-05-09,1995-05-28,TAKE BACK RETURN,SHIP,dolites. quickly even 
2400709,185265,5266,2,44.00,59411.44,0.05,0.08,A,F,1995-03-26,1995-04-23,1995-04-04,NONE,RAIL,ns cajole slyly. pending accounts cajole 
2400710,13170,8173,1,5.00,5415.85,0.08,0.04,N,O,1997-07-04,1997-07-10,1997-07-29,COLLECT COD,FOB,e slyly furiously bold ideas. furiously fi
2400710,141126,6155,2,26.00,30345.12,0.02,0.02,N,O,1997-07-03,1997-07-26,1997-07-22,NONE,MAIL,eep fluffily quickly unusual theod
2400710,99247,6775,3,50.00,62312.00,0.07,0.08,N,O,1997-09-12,1997-08-28,1997-10-06,DELIVER IN PERSON,FOB,ffily pending accou
2400711,90552,8080,1,29.00,44733.95,0.04,0.03,A,F,1994-08-18,1994-07-12,1994-09-01,COLLECT COD,SHIP,ke blithely alongside of the
2400711,98929,6457,2,27.00,52053.84,0.07,0.01,R,F,1994-08-12,1994-06-13,1994-08-23,COLLECT COD,MAIL, carefully ruthless pl
2400711,91923,9451,3,11.00,21064.12,0.01,0.04,A,F,1994-07-04,1994-06-25,1994-07-06,NONE,REG AIR,tect up the quickly final foxes. regul
2400711,144756,7271,4,32.00,57624.00,0.10,0.02,R,F,1994-08-14,1994-07-26,1994-08-16,COLLECT COD,TRUCK,carefully bold
2400711,113941,3942,5,2.00,3909.88,0.06,0.06,A,F,1994-06-17,1994-06-27,1994-06-30,COLLECT COD,REG AIR,kly final platelets aff
2400711,191736,1737,6,14.00,25588.22,0.00,0.02,R,F,1994-07-18,1994-06-16,1994-07-28,NONE,RAIL,kages haggl
2400736,57282,7283,1,12.00,14871.36,0.08,0.03,N,O,1996-12-04,1996-12-01,1996-12-21,NONE,SHIP, requests wake carefully across the depos
2400736,132662,2663,2,28.00,47450.48,0.05,0.08,N,O,1996-12-29,1996-10-15,1997-01-12,DELIVER IN PERSON,MAIL,ly quickly even instructions. even e
2400736,40701,702,3,40.00,65668.00,0.03,0.02,N,O,1996-12-08,1996-10-22,1997-01-06,COLLECT COD,FOB,ke. silent foxes sleep fluffily
2400736,46358,6359,4,7.00,9130.45,0.08,0.08,N,O,1996-09-15,1996-11-25,1996-09-17,TAKE BACK RETURN,TRUCK, even instructions. pendin
2400737,34732,2242,1,42.00,70002.66,0.08,0.02,N,O,1995-09-01,1995-08-08,1995-09-28,NONE,TRUCK, bold plate
2400737,133397,937,2,36.00,51494.04,0.09,0.07,N,O,1995-09-17,1995-09-12,1995-10-01,TAKE BACK RETURN,TRUCK,quick depo
2400738,13740,8743,1,7.00,11576.18,0.05,0.08,R,F,1992-03-30,1992-02-28,1992-04-10,NONE,SHIP,s. carefully silent deposits cajole aft
2400738,122809,2810,2,30.00,54954.00,0.09,0.08,R,F,1992-03-12,1992-03-02,1992-03-29,TAKE BACK RETURN,REG AIR,ickly ironic deposits wake 
2400738,45590,5591,3,21.00,32247.39,0.07,0.07,A,F,1992-04-25,1992-02-28,1992-05-13,COLLECT COD,FOB,ress pinto beans. deposi
2400738,23698,1205,4,3.00,4865.07,0.07,0.08,A,F,1992-04-09,1992-04-07,1992-05-09,NONE,AIR, even asymptotes. ironic re
2400738,84849,2374,5,19.00,34842.96,0.04,0.00,R,F,1992-05-04,1992-02-14,1992-05-19,NONE,MAIL,nic packages. fluffily regula
2400738,54835,9846,6,45.00,80542.35,0.09,0.04,A,F,1992-02-15,1992-02-23,1992-03-07,COLLECT COD,REG AIR,ironic packages. regula
2400738,3450,3451,7,50.00,67672.50,0.08,0.05,R,F,1992-04-08,1992-02-25,1992-04-11,TAKE BACK RETURN,REG AIR,anently final pinto bea
2400739,167380,4929,1,46.00,66579.48,0.08,0.03,R,F,1995-03-25,1995-03-15,1995-04-07,DELIVER IN PERSON,FOB,rts. slyly 
2400739,152226,2227,2,19.00,24286.18,0.02,0.00,R,F,1995-02-01,1995-02-24,1995-03-01,TAKE BACK RETURN,TRUCK,ly slyly pend
2400739,54254,1770,3,44.00,53163.00,0.00,0.01,A,F,1994-12-31,1995-03-26,1995-01-23,COLLECT COD,REG AIR,"y about the regular, regul"
2400740,69903,9904,1,3.00,5618.70,0.07,0.07,R,F,1992-05-21,1992-03-08,1992-06-01,COLLECT COD,FOB,hrash furiously around
2400740,50138,5149,2,22.00,23938.86,0.09,0.01,R,F,1992-02-25,1992-03-06,1992-02-28,COLLECT COD,AIR,s the accounts. pinto beans cajole idle 
2400740,52797,7808,3,50.00,87489.50,0.10,0.00,R,F,1992-04-23,1992-03-12,1992-04-29,DELIVER IN PERSON,FOB,ng accounts play careful
2400741,198513,8514,1,19.00,30618.69,0.01,0.03,A,F,1992-12-20,1992-12-02,1992-12-22,DELIVER IN PERSON,AIR,. requests after the i
2400741,3231,8232,2,6.00,6805.38,0.03,0.03,A,F,1992-12-05,1992-12-15,1993-01-03,DELIVER IN PERSON,SHIP,attainments. carefully ruthless packages 
2400741,101230,8761,3,47.00,57867.81,0.01,0.01,R,F,1992-12-17,1992-12-24,1992-12-19,COLLECT COD,AIR,ix blithely after 
2400741,169514,4547,4,36.00,57006.36,0.01,0.05,R,F,1992-12-21,1992-10-25,1992-12-26,TAKE BACK RETURN,REG AIR,sly ironic ideas haggle quickly alongside 
2400741,21788,1789,5,4.00,6839.12,0.07,0.01,R,F,1993-01-12,1992-11-22,1993-01-30,COLLECT COD,MAIL,pecial ideas nag alwa
2400742,28741,3746,1,5.00,8348.70,0.08,0.08,N,O,1998-08-12,1998-06-04,1998-08-23,NONE,REG AIR,fily even deposits. quickly final 
2400742,47413,2422,2,19.00,25847.79,0.06,0.06,N,O,1998-05-22,1998-07-15,1998-06-10,DELIVER IN PERSON,REG AIR,ffily fluffily 
2400742,68938,1445,3,4.00,7627.72,0.10,0.07,N,O,1998-06-07,1998-06-10,1998-06-13,DELIVER IN PERSON,REG AIR, haggle re
2400742,30692,3196,4,31.00,50303.39,0.06,0.01,N,O,1998-07-11,1998-06-25,1998-08-06,DELIVER IN PERSON,REG AIR,uriously fluffy requests integrate re
2400743,169204,9205,1,46.00,58567.20,0.00,0.07,N,O,1998-10-29,1998-08-26,1998-11-12,COLLECT COD,FOB,usual accounts-- bold dependencies nag blit
2400743,7061,9562,2,1.00,968.06,0.04,0.03,N,O,1998-10-16,1998-08-31,1998-10-19,COLLECT COD,FOB," serve tithes. regular, final"
2400768,99410,9411,1,5.00,7047.05,0.06,0.00,N,O,1997-05-27,1997-06-14,1997-06-02,NONE,MAIL,r ideas? furiously ironic
2400768,170920,5955,2,22.00,43800.24,0.10,0.00,N,O,1997-08-13,1997-06-05,1997-08-17,NONE,RAIL,. carefully pe
2400768,41163,6172,3,49.00,54103.84,0.09,0.08,N,O,1997-07-24,1997-06-18,1997-07-29,NONE,SHIP,ound the permanently even braids. q
2400769,102043,9574,1,32.00,33441.28,0.02,0.06,R,F,1993-11-03,1993-10-25,1993-11-21,NONE,RAIL,ets integrate qu
2400769,31765,1766,2,1.00,1696.76,0.08,0.06,R,F,1993-11-28,1993-11-02,1993-12-19,TAKE BACK RETURN,AIR,st the slyly final dolphins. ca
2400770,197080,7081,1,39.00,45906.12,0.02,0.05,N,O,1995-09-03,1995-09-09,1995-09-25,DELIVER IN PERSON,SHIP,ffily ironic ideas haggle carefully accordi
2400770,122122,9659,2,29.00,33179.48,0.04,0.01,N,O,1995-11-13,1995-09-04,1995-12-07,COLLECT COD,TRUCK,ironic theodolites wake even excuses: caref
2400770,102752,7773,3,1.00,1754.75,0.05,0.07,N,O,1995-09-29,1995-10-02,1995-10-29,COLLECT COD,MAIL,counts cajole furious
2400770,143788,3789,4,5.00,9158.90,0.07,0.06,N,O,1995-09-22,1995-10-08,1995-10-08,TAKE BACK RETURN,FOB," around the express, fin"
2400770,41330,8843,5,36.00,45767.88,0.02,0.03,N,O,1995-08-04,1995-10-26,1995-08-21,DELIVER IN PERSON,REG AIR,ts. even foxes d
2400771,127037,9550,1,8.00,8512.24,0.00,0.08,N,O,1997-02-07,1997-04-04,1997-03-09,DELIVER IN PERSON,TRUCK,e furiously express ideas. accounts
2400771,94333,1861,2,43.00,57075.19,0.06,0.04,N,O,1997-03-12,1997-03-25,1997-04-01,TAKE BACK RETURN,AIR,egular frays. pending pa
2400771,43610,8619,3,18.00,27964.98,0.02,0.02,N,O,1997-03-09,1997-03-16,1997-04-08,DELIVER IN PERSON,MAIL,; blithely bold deposits integ
2400771,139191,1705,4,50.00,61509.50,0.08,0.02,N,O,1997-01-31,1997-02-22,1997-02-20,NONE,MAIL, express grouches; quickly regular deposits
2400771,166402,3951,5,23.00,33773.20,0.00,0.03,N,O,1997-04-19,1997-03-12,1997-04-26,DELIVER IN PERSON,FOB,uickly final theodolites. slyly reg
2400772,164709,9742,1,47.00,83363.90,0.02,0.01,A,F,1993-07-04,1993-05-21,1993-07-14,COLLECT COD,SHIP,ts. slyly silent requests sn
2400772,54344,6850,2,20.00,25966.80,0.03,0.03,A,F,1993-07-02,1993-05-22,1993-07-25,DELIVER IN PERSON,FOB, against the final accoun
2400772,158427,8428,3,30.00,44562.60,0.06,0.08,R,F,1993-04-21,1993-06-09,1993-05-13,NONE,RAIL,er the asymptot
2400773,121875,1876,1,14.00,26556.18,0.01,0.07,R,F,1994-01-03,1994-02-17,1994-01-21,COLLECT COD,MAIL, near the 
2400773,151513,9059,2,33.00,51628.83,0.06,0.00,A,F,1994-02-09,1994-03-16,1994-02-28,COLLECT COD,AIR,silent pinto beans detec
2400773,64815,7322,3,19.00,33816.39,0.03,0.06,A,F,1994-04-13,1994-03-12,1994-04-22,NONE,SHIP,iously silent packages hag
2400773,133147,687,4,48.00,56646.72,0.09,0.08,R,F,1994-02-14,1994-03-12,1994-03-10,COLLECT COD,FOB,ges wake slyly regular de
2400773,991,992,5,21.00,39731.79,0.04,0.08,A,F,1994-02-01,1994-03-06,1994-02-20,COLLECT COD,REG AIR, gifts. doggedly 
2400773,52077,4583,6,32.00,32930.24,0.03,0.01,R,F,1994-04-29,1994-02-09,1994-05-24,TAKE BACK RETURN,TRUCK,ly ironic deposits. bold deposits are
2400774,30134,7644,1,26.00,27667.38,0.00,0.04,A,F,1993-10-16,1993-10-17,1993-11-10,NONE,MAIL,ts are quickly. 
2400774,57083,9589,2,33.00,34322.64,0.03,0.03,R,F,1993-11-28,1993-11-01,1993-12-08,DELIVER IN PERSON,MAIL,"odolites are furiously along the even, even"
2400774,177496,14,3,34.00,53498.66,0.10,0.07,A,F,1993-09-27,1993-10-09,1993-10-13,NONE,REG AIR,"riously-- final, final asymptotes boo"
2400774,164616,4617,4,28.00,47057.08,0.03,0.06,R,F,1993-10-21,1993-10-16,1993-11-03,COLLECT COD,TRUCK,ng gifts dazzle slyly. dolphins use slyly. 
2400774,93611,1139,5,1.00,1604.61,0.05,0.07,A,F,1993-11-01,1993-09-30,1993-11-12,COLLECT COD,MAIL,ve the furiously regu
2400774,119023,6557,6,11.00,11462.22,0.00,0.01,A,F,1993-10-24,1993-10-15,1993-10-26,TAKE BACK RETURN,RAIL,ies. requests 
2400775,19195,1697,1,8.00,8913.52,0.10,0.08,A,F,1992-11-05,1992-11-12,1992-11-24,COLLECT COD,FOB,kages use slyly. pending accounts affix
2400800,93399,8418,1,45.00,62657.55,0.07,0.04,N,O,1996-03-08,1996-01-31,1996-04-04,TAKE BACK RETURN,MAIL,nusual packages
2400800,143043,8072,2,49.00,53215.96,0.10,0.07,N,O,1996-01-21,1996-03-01,1996-02-03,NONE,TRUCK,ously regular asymptot
2400800,109173,9174,3,17.00,20096.89,0.10,0.06,N,O,1996-02-13,1996-03-02,1996-02-26,DELIVER IN PERSON,REG AIR,equests sleep along the fluffily re
2400800,66767,9274,4,48.00,83220.48,0.02,0.03,N,O,1996-01-10,1996-01-31,1996-01-15,NONE,RAIL,ckages need to haggle 
2400800,148514,1029,5,14.00,21875.14,0.04,0.07,N,O,1996-02-25,1996-02-26,1996-02-29,DELIVER IN PERSON,FOB,eas use fluffily
2400800,70881,8403,6,50.00,92594.00,0.04,0.01,N,O,1996-02-16,1996-02-14,1996-02-26,COLLECT COD,AIR,uctions. blithely final dugout
2400800,88673,3690,7,48.00,79760.16,0.10,0.06,N,O,1996-01-28,1996-02-20,1996-02-13,NONE,REG AIR,cial asymptotes above the 
2400801,122857,5370,1,13.00,24438.05,0.03,0.06,N,O,1997-10-26,1998-01-03,1997-11-04,NONE,MAIL,ily bold instructions. furiou
2400802,53376,892,1,19.00,25258.03,0.02,0.08,R,F,1992-12-17,1993-01-15,1992-12-19,DELIVER IN PERSON,AIR, regular pack
2400802,79982,2490,2,11.00,21581.78,0.06,0.01,A,F,1993-01-02,1993-01-08,1993-01-13,NONE,REG AIR,e carefully according to the bol
2400802,42656,5161,3,43.00,68741.95,0.08,0.03,A,F,1992-11-16,1993-01-09,1992-11-22,COLLECT COD,AIR,er the pearl
2400803,167880,2913,1,9.00,17530.92,0.10,0.07,R,F,1993-11-25,1993-10-07,1993-12-24,NONE,TRUCK,st the silent acco
2400803,147375,7376,2,13.00,18490.81,0.01,0.05,A,F,1993-11-04,1993-10-12,1993-12-02,DELIVER IN PERSON,AIR,ly unusual sauternes cajole carefully sly
2400803,124843,2380,3,21.00,39224.64,0.10,0.04,R,F,1993-10-25,1993-09-22,1993-11-12,TAKE BACK RETURN,SHIP, accounts are slyly after the fina
2400803,20649,8156,4,32.00,50228.48,0.10,0.02,A,F,1993-10-10,1993-10-07,1993-11-03,TAKE BACK RETURN,MAIL,deposits should wake ca
2400804,44192,4193,1,11.00,12498.09,0.08,0.03,N,O,1998-07-13,1998-08-07,1998-08-06,TAKE BACK RETURN,FOB,"tes. regular, regular packages boos"
2400805,30259,2763,1,41.00,48759.25,0.05,0.07,A,F,1993-04-30,1993-04-19,1993-05-27,NONE,FOB,s. furiously ironic sentiments hag
2400805,151910,6941,2,44.00,86324.04,0.03,0.07,A,F,1993-05-10,1993-02-26,1993-06-02,DELIVER IN PERSON,REG AIR, pending inst
2400805,150176,2692,3,46.00,56403.82,0.09,0.07,R,F,1993-04-17,1993-02-28,1993-04-27,TAKE BACK RETURN,FOB,fully ironic d
2400805,850,3351,4,18.00,31515.30,0.09,0.03,A,F,1993-05-13,1993-03-26,1993-05-20,COLLECT COD,AIR,refully bold requests. ca
2400805,72142,7157,5,18.00,20054.52,0.10,0.00,R,F,1993-05-15,1993-03-30,1993-05-27,TAKE BACK RETURN,SHIP,nic requests. careful
2400805,89537,4554,6,16.00,24424.48,0.03,0.08,A,F,1993-04-16,1993-04-16,1993-05-06,COLLECT COD,FOB,tes detect fluffily reg
2400806,112896,7919,1,7.00,13362.23,0.09,0.03,A,F,1992-12-03,1992-11-23,1992-12-16,DELIVER IN PERSON,AIR,its. quickly ironic ideas use carefu
2400806,29290,6797,2,4.00,4877.16,0.01,0.00,A,F,1992-11-05,1992-11-19,1992-11-06,DELIVER IN PERSON,AIR,s deposits b
2400807,161304,1305,1,3.00,4095.90,0.00,0.05,N,O,1996-04-29,1996-06-22,1996-05-25,NONE,MAIL,inal pinto b
2400807,33971,6475,2,45.00,85723.65,0.06,0.06,N,O,1996-07-12,1996-07-01,1996-07-21,NONE,RAIL,usy somas. slyly ironic pinto bean
2400807,146082,1111,3,17.00,19177.36,0.05,0.05,N,O,1996-04-20,1996-06-22,1996-05-07,COLLECT COD,RAIL,egrate among the
2400832,187741,7742,1,29.00,53033.46,0.08,0.02,R,F,1993-09-25,1993-10-30,1993-10-22,TAKE BACK RETURN,MAIL,nal deposits maintain slyly. un
2400833,33798,8805,1,33.00,57149.07,0.07,0.06,N,O,1998-05-07,1998-04-19,1998-05-30,TAKE BACK RETURN,MAIL,nts cajole after the regular foxes. reg
2400833,32635,5139,2,27.00,42326.01,0.08,0.06,N,O,1998-05-06,1998-05-29,1998-05-25,DELIVER IN PERSON,RAIL,ructions nag about the slyly 
2400833,80498,8023,3,5.00,7392.45,0.05,0.06,N,O,1998-07-10,1998-06-04,1998-07-30,DELIVER IN PERSON,SHIP,tain slyly:
